u,v,length_m,speed_kmh,rank,has_traffic_light,light_delay_s,counter_zone
89023505,12908876320,41.45,36.18279569892473,residential,False,17,256619924
89023623,12918832904,157.2,36.18279569892473,residential,False,16,256619924
89023623,6168958435,10.7,36.18279569892473,residential,False,29,256619924
89023836,89023928,10.46,36.18279569892473,residential,False,26,256619924
89023836,89023930,84.62,36.18279569892473,residential,False,18,256619924
89023928,89023299,28.87,36.18279569892473,residential,False,21,256619924
89023928,256619924,61.48,36.18279569892473,residential,False,18,256619924
89023928,89023836,10.46,36.18279569892473,residential,False,35,256619924
89023930,89011028,28.8,36.18279569892473,residential,False,22,256619924
89024352,89011025,16.18,36.18279569892473,residential,False,12,256619924
89025177,82703789,30.62,44.02390438247012,tertiary,False,21,82703794
89025177,82703568,115.79,44.02390438247012,tertiary,False,22,82703794
89025571,12898790147,65.5,36.18279569892473,residential,False,24,82703794
89025571,1277557036,158.44,36.18279569892473,residential,False,28,82703794
89025574,89055942,120.49,36.18279569892473,residential,False,17,82703794
89025574,2959396037,44.41,36.18279569892473,residential,False,32,82703794
89026293,310549236,34.12,36.18279569892473,residential,False,17,82703794
89026293,310549314,113.2,20.0,living_street,False,19,82703794
89026299,89027845,52.47,44.02390438247012,tertiary,False,31,256619924
89026299,82650400,74.05,44.02390438247012,tertiary,False,12,256619924
89026299,12898790177,38.21,36.18279569892473,residential,False,30,256619924
89027309,89027615,59.26,36.18279569892473,residential,False,30,82703794
89027309,2411040174,30.1,36.18279569892473,residential,False,34,82703794
89027615,89011028,43.94,36.18279569892473,residential,False,11,82703794
89027615,89027635,131.01,36.18279569892473,residential,False,12,82703794
89027635,89011030,34.55,44.02390438247012,tertiary,False,22,256619924
89027635,89027845,70.52,44.02390438247012,tertiary,False,22,256619924
89027722,89027819,63.3,36.18279569892473,residential,False,22,256619924
89027722,89028253,54.79,36.18279569892473,residential,False,27,256619924
89027722,89028101,54.8,36.18279569892473,residential,False,25,256619924
89027819,89027635,111.66,36.18279569892473,residential,False,11,256619924
89027819,89027820,42.48,36.18279569892473,residential,False,30,256619924
89027819,6173482948,55.4,36.18279569892473,residential,False,10,256619924
89027820,89027819,42.48,36.18279569892473,residential,False,32,256619924
89027820,89056578,39.71,36.18279569892473,residential,False,15,256619924
89027845,89027635,70.52,44.02390438247012,tertiary,False,12,256619924
89027845,89026299,52.47,44.02390438247012,tertiary,False,25,256619924
89027845,89059006,48.84,36.18279569892473,residential,False,23,256619924
89028101,89028103,75.38,36.18279569892473,residential,False,30,256619924
89028101,89027722,54.8,36.18279569892473,residential,False,35,256619924
89028103,89028104,50.38,36.18279569892473,residential,False,20,256619924
89028104,89028948,59.27,36.18279569892473,residential,False,28,256619924
89028104,89028950,119.28,36.18279569892473,residential,False,13,256619924
89028104,89028103,50.38,36.18279569892473,residential,False,26,256619924
89028253,6173482948,61.35,44.02390438247012,tertiary,False,11,256619924
89028253,254999268,85.98,44.02390438247012,tertiary,False,17,256619924
89028253,89027722,54.79,36.18279569892473,residential,False,16,256619924
89028947,89028948,61.45,36.18279569892473,residential,False,32,256619924
89028947,89058297,16.53,36.18279569892473,residential,False,28,256619924
89028947,89056578,69.5,36.18279569892473,residential,False,25,256619924
89028948,89028104,59.27,36.18279569892473,residential,False,18,256619924
89028948,89028947,61.45,36.18279569892473,residential,False,11,256619924
89028948,89058106,38.03,36.18279569892473,residential,False,12,256619924
89028950,2566039853,8.96,36.18279569892473,residential,False,31,256619924
89028950,89028104,119.28,36.18279569892473,residential,False,18,256619924
89028950,89057518,103.96,36.18279569892473,residential,False,27,256619924
89037033,82643810,86.49,44.02390438247012,tertiary,False,28,256619924
89037033,82643724,123.33,44.02390438247012,tertiary,False,31,256619924
89037033,302341641,180.16,36.18279569892473,residential,False,11,256619924
89037171,302341641,80.86,36.18279569892473,residential,False,15,256619924
89038869,82643178,15.22,44.02390438247012,tertiary,False,20,320981769
89038869,82641894,119.89,36.18279569892473,residential,False,10,320981769
89038869,254312727,72.49,44.02390438247012,tertiary,False,16,320981769
89039299,89039421,270.27,36.18279569892473,residential,False,28,320981769
89039299,254313294,41.53,44.02390438247012,tertiary,False,14,320981769
89039299,6199033616,42.45,44.02390438247012,tertiary,False,34,320981769
89039421,89039299,270.27,36.18279569892473,residential,False,32,320981769
89039714,302343718,80.93,36.18279569892473,residential,False,22,320981769
89039717,302343718,94.42,36.18279569892473,residential,False,12,320981769
89039717,302344347,24.23,44.02390438247012,tertiary,False,19,320981769
89039717,10265634293,183.8,44.02390438247012,tertiary,False,15,320981769
89039717,471413011,54.3,36.18279569892473,residential,False,28,320981769
89040322,471413011,11.83,36.18279569892473,residential,False,17,320981769
89040792,471413009,47.1,36.18279569892473,residential,False,28,320981769
89040792,471413278,52.53,36.18279569892473,residential,False,22,320981769
89040792,471412967,112.43,36.18279569892473,residential,False,31,320981769
89040901,82641908,100.99,44.02390438247012,tertiary,False,27,256619924
89040901,89040972,144.38,36.18279569892473,residential,False,20,256619924
89040972,89040901,144.38,36.18279569892473,residential,False,22,256619924
89041024,256619118,56.03,36.18279569892473,residential,False,34,320981769
89041507,82908423,23.56,44.02390438247012,tertiary,False,33,320981769
89041507,82908420,213.71,44.02390438247012,tertiary,False,14,320981769
89041507,89041786,149.93,36.18279569892473,residential,False,35,320981769
89041786,12901219145,35.83,36.18279569892473,residential,False,32,320981769
89041786,89041507,149.93,36.18279569892473,residential,False,33,320981769
89041786,12901219143,56.14,36.18279569892473,residential,False,12,320981769
89041797,1963485092,26.54,36.18279569892473,residential,False,26,320981769
89041797,6903951703,173.03,36.18279569892473,residential,False,33,320981769
89041797,5631892936,124.11,36.18279569892473,residential,False,21,320981769
89041799,82641887,44.19,36.18279569892473,residential,False,11,320981769
89041799,1963485092,51.89,36.18279569892473,residential,False,13,320981769
89041799,1130930986,122.37,36.18279569892473,residential,False,23,320981769
89042111,82653886,32.57,36.18279569892473,residential,False,17,320981769
89042111,320981774,70.85,36.18279569892473,residential,False,12,320981769
89042111,89042222,62.43,36.18279569892473,residential,False,20,320981769
89042222,89045515,30.5,36.18279569892473,residential,False,29,320981769
89042222,89042111,62.43,36.18279569892473,residential,False,34,320981769
89042222,89043950,280.59,36.18279569892473,residential,False,29,320981769
89042226,89042235,140.88,36.18279569892473,residential,False,29,320981769
89042226,6354459865,169.73,36.18279569892473,residential,False,22,320981769
89042226,254989352,23.42,36.18279569892473,residential,False,34,320981769
89042235,89044433,13.38,36.18279569892473,residential,False,20,320981769
89042235,89042226,140.88,36.18279569892473,residential,False,10,320981769
89042235,89042454,98.12,36.18279569892473,residential,False,30,320981769
89042454,254311399,11.33,36.18279569892473,residential,False,18,320981769
89042454,89042235,98.12,36.18279569892473,residential,False,35,320981769
89042454,89045316,72.69,36.18279569892473,residential,False,24,320981769
89043015,739119192,39.28,36.18279569892473,residential,False,25,320981769
89043015,1382532387,140.79,36.18279569892473,residential,False,17,320981769
89043015,254991027,221.78,36.18279569892473,residential,False,21,320981769
89043556,82702455,8.38,44.02390438247012,tertiary,False,27,320981769
89043556,10769086323,6.31,44.02390438247012,tertiary,False,22,320981769
89043556,89043954,39.89,36.18279569892473,residential,False,23,320981769
89043637,82702455,31.62,44.02390438247012,tertiary,False,15,320981769
89043637,5630874355,29.98,36.18279569892473,residential,False,31,320981769
89043637,89044018,78.62,44.02390438247012,tertiary,False,28,320981769
89043944,89043945,70.87,36.18279569892473,residential,False,31,320981769
89043944,89044156,87.02,36.18279569892473,residential,False,22,320981769
89043944,6396486671,32.93,36.18279569892473,residential,False,12,320981769
89043945,89043950,66.64,36.18279569892473,residential,False,34,320981769
89043945,89043944,70.87,36.18279569892473,residential,False,29,320981769
89043945,89044156,148.77,20.0,living_street,False,19,320981769
89043945,89044018,39.17,20.0,living_street,False,35,320981769
89043950,5630874355,18.95,36.18279569892473,residential,False,17,320981769
89043950,89043945,66.64,36.18279569892473,residential,False,32,320981769
89043950,89042222,280.59,36.18279569892473,residential,False,12,320981769
89043954,1448662763,29.4,36.18279569892473,residential,False,12,320981769
89043954,4411145005,22.46,36.18279569892473,residential,False,18,320981769
89043954,5630874355,45.16,36.18279569892473,residential,False,14,320981769
89043954,89043556,39.89,36.18279569892473,residential,False,22,320981769
89044018,89043945,39.17,20.0,living_street,False,32,320981769
89044018,6396486671,81.65,44.02390438247012,tertiary,False,35,320981769
89044018,89043637,78.62,44.02390438247012,tertiary,False,30,320981769
89044156,89043945,148.77,20.0,living_street,False,14,320981769
89044156,89044429,59.4,36.18279569892473,residential,False,33,320981769
89044156,89043944,87.02,36.18279569892473,residential,False,22,320981769
89044429,89044433,82.57,36.18279569892473,residential,False,20,320981769
89044429,89044156,59.4,36.18279569892473,residential,False,21,320981769
89044429,82702460,183.93,36.18279569892473,residential,False,13,320981769
89044433,89042235,13.38,36.18279569892473,residential,False,12,320981769
89044433,89045515,26.42,36.18279569892473,residential,False,10,320981769
89044433,89044429,82.57,36.18279569892473,residential,False,19,320981769
89044971,89044972,90.65,36.18279569892473,residential,False,24,320981769
89044971,6354554771,40.53,36.18279569892473,residential,False,21,320981769
89044971,254989035,74.09,36.18279569892473,residential,False,34,320981769
89044972,254984539,197.3,36.18279569892473,residential,False,18,320981769
89044972,89044971,90.65,36.18279569892473,residential,False,13,320981769
89044972,89047153,246.59,36.18279569892473,residential,False,14,320981769
89045081,6354459865,22.62,36.18279569892473,residential,False,12,320981769
89045081,254989351,172.53,36.18279569892473,residential,False,15,320981769
89045081,82702463,33.06,36.18279569892473,residential,False,23,320981769
89045316,254989352,84.58,36.18279569892473,residential,False,24,320981769
89045316,254991018,67.17,36.18279569892473,residential,False,27,320981769
89045316,89042454,72.69,36.18279569892473,residential,False,27,320981769
89045515,89044433,26.42,36.18279569892473,residential,False,26,320981769
89045515,89042222,30.5,36.18279569892473,residential,False,23,320981769
89045515,6391921078,120.65,36.18279569892473,residential,False,13,320981769
89045666,89045668,37.86,36.18279569892473,residential,False,10,320981769
89045666,6391921078,94.15,36.18279569892473,residential,False,12,320981769
89045666,254992102,117.8,36.18279569892473,residential,False,21,320981769
89045668,89045666,37.86,36.18279569892473,residential,False,27,320981769
89045668,471412801,12.04,44.02390438247012,tertiary,False,12,320981769
89045668,254992102,66.6,44.02390438247012,tertiary,False,29,320981769
89046199,82911031,204.84,44.02390438247012,tertiary,False,29,320981769
89046199,82908462,250.87,44.02390438247012,tertiary,False,35,320981769
89046280,1488509603,18.67,36.18279569892473,residential,False,20,320981769
89046280,1488513904,71.59,36.18279569892473,residential,False,22,320981769
89046280,89046510,71.71,36.18279569892473,residential,False,10,320981769
89046510,93768087,352.68,36.18279569892473,residential,False,19,320981769
89046510,89047144,349.06,36.18279569892473,residential,False,23,320981769
89046510,89046280,71.71,36.18279569892473,residential,False,22,320981769
89047144,89046510,349.06,36.18279569892473,residential,False,34,320981769
89047144,2951542770,176.86,36.18279569892473,residential,False,12,320981769
89047144,93771678,124.98,36.18279569892473,residential,False,33,320981769
89047153,254989724,90.17,36.18279569892473,residential,False,27,320981769
89047153,2951542770,32.17,36.18279569892473,residential,False,17,320981769
89047153,89044972,246.59,36.18279569892473,residential,False,28,320981769
89047360,82706246,137.46,36.18279569892473,residential,False,26,320981769
89047360,2958286625,123.13,36.18279569892473,residential,False,15,320981769
89047360,82702475,108.73,36.18279569892473,residential,False,31,320981769
89049304,82703219,181.03,36.18279569892473,residential,False,22,82703794
89049605,89050035,39.67,36.18279569892473,residential,False,15,82703794
89050035,256895943,119.76,36.18279569892473,residential,False,14,82703794
89050035,2887067732,104.43,36.18279569892473,residential,False,18,82703794
89050303,89050514,60.46,36.18279569892473,residential,False,19,82703794
89050514,256895943,189.64,44.02390438247012,tertiary,False,18,320981769
89050657,82651515,69.62,44.02390438247012,tertiary,False,25,82703794
89050657,82641909,118.17,36.18279569892473,residential,False,14,82703794
89050657,89051353,160.72,36.18279569892473,residential,False,12,82703794
89050898,89052421,126.83,44.02390438247012,tertiary,False,15,82703794
89050898,89051353,256.9,36.18279569892473,residential,False,23,82703794
89051353,6159244681,17.68,36.18279569892473,residential,False,18,82703794
89051353,89051355,70.81,36.18279569892473,residential,False,23,82703794
89051353,89050898,256.9,36.18279569892473,residential,False,19,82703794
89051353,89050657,160.72,36.18279569892473,residential,False,25,82703794
89051355,89051353,70.81,36.18279569892473,residential,False,35,82703794
89051355,89054241,36.92,36.18279569892473,residential,False,12,82703794
89051355,82651436,114.53,36.18279569892473,residential,False,21,82703794
89052141,6168959835,23.63,36.18279569892473,residential,False,18,256619924
89052141,6397075565,123.57,36.18279569892473,residential,False,17,256619924
89052141,89052420,106.98,36.18279569892473,residential,False,33,256619924
89052141,6396816173,68.45,36.18279569892473,residential,False,30,256619924
89052415,6396816173,16.11,36.18279569892473,residential,False,25,256619924
89052420,89052421,49.39,36.18279569892473,residential,False,29,256619924
89052420,89052141,106.98,36.18279569892473,residential,False,29,256619924
89052420,89052772,86.98,36.18279569892473,residential,False,16,256619924
89052421,89052420,49.39,36.18279569892473,residential,False,24,256619924
89052421,256618680,15.6,44.02390438247012,tertiary,False,13,256619924
89052772,89052420,86.98,36.18279569892473,residential,False,14,256619924
89054241,89051355,36.92,36.18279569892473,residential,False,19,82703794
89055154,254349044,45.23,44.02390438247012,tertiary,False,10,82703794
89055154,6179226151,251.51,36.18279569892473,residential,False,22,82703794
89055407,89055154,71.56,44.02390438247012,tertiary,False,20,82703794
89055407,12900774949,162.4,36.18279569892473,residential,False,29,82703794
89055529,12900774949,3.49,36.18279569892473,residential,False,22,82703794
89055942,310549314,91.86,44.02390438247012,tertiary,False,35,82703794
89056057,654038317,21.1,36.18279569892473,residential,False,20,82703794
89056057,89025574,109.96,36.18279569892473,residential,False,24,82703794
89056578,89028101,13.17,36.18279569892473,residential,False,20,256619924
89056578,89028947,69.5,36.18279569892473,residential,False,23,256619924
89056914,89056918,107.99,36.18279569892473,residential,False,30,256619924
89056914,89058047,114.83,36.18279569892473,residential,False,29,256619924
89056914,89057510,67.34,36.18279569892473,residential,False,14,256619924
89056918,82905447,132.09,44.02390438247012,tertiary,False,19,256619924
89056918,89056914,107.99,36.18279569892473,residential,False,20,256619924
89057510,8507686746,84.63,36.18279569892473,residential,False,29,256619924
89057510,89056914,67.34,36.18279569892473,residential,False,32,256619924
89057510,89058106,88.67,36.18279569892473,residential,False,16,256619924
89057515,89058107,58.33,36.18279569892473,residential,False,25,256619924
89057516,89057518,28.31,36.18279569892473,residential,False,20,256619924
89057518,89057516,28.31,36.18279569892473,residential,False,15,256619924
89057518,2566039856,40.85,36.18279569892473,residential,False,22,256619924
89057518,89028950,103.96,36.18279569892473,residential,False,20,256619924
89058047,89058297,11.18,36.18279569892473,residential,False,19,256619924
89058047,89056914,114.83,36.18279569892473,residential,False,33,256619924
89058047,89058106,59.04,36.18279569892473,residential,False,32,256619924
89058106,89057510,88.67,36.18279569892473,residential,False,30,256619924
89058106,89028948,38.03,36.18279569892473,residential,False,25,256619924
89058106,89058047,59.04,36.18279569892473,residential,False,28,256619924
89058106,89058107,66.29,36.18279569892473,residential,False,35,256619924
89058107,89057515,58.33,36.18279569892473,residential,False,17,256619924
89058107,8507686746,15.43,36.18279569892473,residential,False,20,256619924
89058107,89058106,66.29,36.18279569892473,residential,False,22,256619924
89058297,89058047,11.18,36.18279569892473,residential,False,18,256619924
89058297,89028947,16.53,36.18279569892473,residential,False,35,256619924
89058297,89058802,94.65,36.18279569892473,residential,False,22,256619924
89058802,82650400,75.73,36.18279569892473,residential,False,21,256619924
89059006,89027820,73.98,36.18279569892473,residential,False,13,256619924
89059006,89058802,99.85,36.18279569892473,residential,False,28,256619924
89059954,1800317481,67.61,36.18279569892473,residential,False,16,82703794
89059954,89060747,91.02,40.0,residential,False,28,82703794
89060747,82650691,153.8,40.0,residential,False,27,82703794
89060747,254267342,61.15,36.18279569892473,residential,False,15,82703794
89073976,89075015,494.98,50.0,secondary,False,31,6185036192
89073976,6997646000,793.88,36.18279569892473,residential,False,34,6185036192
89075015,89075051,1057.01,50.0,secondary,False,27,6185036192
89075015,89073976,494.98,50.0,secondary,False,10,6185036192
89075015,6821365818,452.3,36.18279569892473,residential,False,33,6185036192
89075051,89075061,357.96,50.0,secondary,False,24,6185036192
89075051,89075015,1057.01,50.0,secondary,False,32,6185036192
89075051,6997608054,528.86,36.18279569892473,residential,False,16,6185036192
89075061,89075051,357.96,50.0,secondary,False,24,6185036192
89075061,11338741598,240.64,36.18279569892473,residential,False,35,6185036192
89075061,471183721,346.78,53.482142857142854,secondary,False,19,6185036192
89075569,11338741598,4.24,36.18279569892473,residential,False,32,6185036192
89075569,471182909,852.1,36.18279569892473,residential,False,12,6185036192
89075569,471182686,694.85,36.18279569892473,residential,False,35,6185036192
89076126,89076127,36.29,53.482142857142854,secondary,False,35,6185036192
89076126,471183379,160.26,53.482142857142854,secondary,False,23,6185036192
89076126,471183363,735.48,36.18279569892473,residential,False,31,6185036192
89076127,1949737034,23.56,36.18279569892473,residential,False,25,6185036192
89076127,89076126,36.29,53.482142857142854,secondary,False,14,6185036192
89076127,89076744,78.66,53.482142857142854,secondary,False,30,6185036192
89076744,89076751,245.45,53.482142857142854,secondary,False,19,6185036192
89076744,89076127,78.66,53.482142857142854,secondary,False,17,6185036192
89076744,471183211,224.98,36.18279569892473,residential,False,18,6185036192
89076744,471183266,90.1,36.18279569892473,residential,False,31,6185036192
89076751,471182651,170.58,53.482142857142854,secondary,False,14,6185036192
89076751,89076744,245.45,53.482142857142854,secondary,False,32,6185036192
89076751,6907048762,91.93,36.18279569892473,residential,False,23,6185036192
89082918,6220606125,17.99,36.18279569892473,residential,False,35,6185036192
90134545,3713256911,69.72,36.18279569892473,residential,False,22,90214098
90134546,90134545,44.98,36.18279569892473,residential,False,12,90214098
90134546,82625222,29.73,60.0,primary,False,24,90214098
90136593,90137326,108.7,30.0,residential,False,29,82703794
90136593,1510308749,82.95,60.0,primary,False,25,82703794
90137326,1594344041,65.98,45.0,unclassified,False,28,82703794
90137326,82588846,80.36,36.18279569892473,residential,False,22,82703794
90138712,90137326,40.35,36.18279569892473,residential,False,27,82703794
90141965,90143563,103.86,36.18279569892473,residential,False,26,82703794
90141965,254267298,43.02,36.18279569892473,residential,False,32,82703794
90143563,13249441074,72.23,36.18279569892473,residential,False,23,82703794
90143563,6396879474,59.78,36.18279569892473,residential,False,27,82703794
90143837,90141965,86.14,36.18279569892473,residential,False,11,82703794
90143837,82589614,95.49,54.67289719626168,primary,False,35,82703794
90149936,82624680,180.28,36.18279569892473,residential,False,21,82703794
90154720,3713256911,106.99,36.18279569892473,residential,False,32,90214098
90154720,90154837,93.36,36.18279569892473,residential,False,35,90214098
90154837,257708339,30.02,60.0,primary,False,27,90214098
90202355,256396716,129.51,40.0,secondary,False,29,90214098
90202355,2008254016,29.17,40.0,secondary,False,30,90214098
90204961,82625786,190.8,36.18279569892473,residential,False,12,90214098
90204961,90206139,50.52,36.18279569892473,residential,False,13,90214098
90205971,90211209,43.27,53.482142857142854,secondary,False,34,90214098
90205971,6222395651,39.27,53.482142857142854,secondary,False,17,90214098
90205971,90204961,110.67,36.18279569892473,residential,False,31,90214098
90206139,90204961,50.52,36.18279569892473,residential,False,31,90214098
90206139,320062590,79.85,36.18279569892473,residential,False,21,90214098
90206208,90206965,97.91,36.18279569892473,residential,False,15,320050383
90206208,6910738659,50.42,36.18279569892473,residential,False,30,320050383
90206208,4649322030,81.02,36.18279569892473,residential,False,29,320050383
90206965,1800317450,51.79,36.18279569892473,residential,False,11,90214098
90206965,90206208,97.91,36.18279569892473,residential,False,28,90214098
90206965,90207326,79.02,36.18279569892473,residential,False,30,90214098
90207326,9158079495,49.85,36.18279569892473,residential,False,31,90214098
90207326,301373650,150.48,36.18279569892473,residential,False,30,90214098
90207326,90206965,79.02,36.18279569892473,residential,False,22,90214098
90209690,3942449344,47.08,53.482142857142854,secondary,False,34,90214098
90209690,90209694,118.57,53.482142857142854,secondary,False,20,90214098
90209690,386889472,26.23,36.18279569892473,residential,False,35,90214098
90209694,90209697,113.65,53.482142857142854,secondary,False,23,90214098
90209694,90209690,118.57,53.482142857142854,secondary,False,13,90214098
90209694,9157295477,27.91,36.18279569892473,residential,False,10,90214098
90209697,386889508,20.29,36.18279569892473,residential,False,13,90214098
90209697,1855819263,133.94,54.67289719626168,primary,False,18,90214098
90209697,33222620,503.44,54.67289719626168,primary,True,17,90214098
90209697,90209694,113.65,53.482142857142854,secondary,False,26,90214098
90211207,90211209,12.51,36.18279569892473,residential,False,33,90214098
90211207,82627861,199.58,36.18279569892473,residential,False,26,90214098
90211207,90212490,301.46,36.18279569892473,residential,False,27,90214098
90211209,90205971,43.27,53.482142857142854,secondary,False,28,90214098
90211209,82700962,59.43,53.482142857142854,secondary,False,32,90214098
90211209,90211207,12.51,36.18279569892473,residential,False,28,90214098
90212490,320049802,30.72,36.18279569892473,residential,False,17,90214098
90212490,90211207,301.46,36.18279569892473,residential,False,24,90214098
90212490,320049762,48.02,36.18279569892473,residential,False,21,90214098
90212490,6222587393,77.93,36.18279569892473,residential,False,22,90214098
90212496,1800317451,72.93,36.18279569892473,residential,False,24,7098591540
90212496,11889564186,23.86,36.18279569892473,residential,False,34,7098591540
90212496,386876082,141.07,36.18279569892473,residential,False,31,7098591540
90214098,6222587393,12.51,36.18279569892473,residential,False,28,90214098
90214098,320044825,129.7,36.18279569892473,residential,False,32,90214098
90214098,301374457,80.86,36.18279569892473,residential,False,26,90214098
90214109,388276604,40.48,36.18279569892473,residential,False,14,90214098
90214109,386883903,58.95,36.18279569892473,residential,False,21,90214098
90214109,320044825,111.92,36.18279569892473,residential,False,10,90214098
90215325,90215988,48.36,36.18279569892473,residential,False,25,388276886
90215325,82627851,29.81,30.0,residential,False,13,388276886
90215325,388276886,52.61,30.0,residential,False,19,388276886
90215988,90215989,62.29,36.18279569892473,residential,False,23,388276886
90215988,90215325,48.36,36.18279569892473,residential,False,12,388276886
90215988,6883599526,315.74,36.18279569892473,residential,False,13,388276886
90215989,90215988,62.29,36.18279569892473,residential,False,33,388276886
90215989,4871324141,153.99,36.18279569892473,residential,False,14,388276886
90215989,301373929,92.94,36.18279569892473,residential,False,21,388276886
90218314,82624688,100.42,36.18279569892473,residential,False,19,388276886
90218744,12902312233,22.32,36.18279569892473,residential,False,20,388276886
90218744,11175204502,95.53,36.18279569892473,residential,False,24,388276886
90218748,82669274,301.22,40.0,secondary,False,35,90214098
90218748,256396716,110.39,40.0,secondary,False,16,90214098
90220636,82699643,452.13,30.0,residential,False,26,90214098
90230982,90231354,202.57,36.18279569892473,residential,False,25,82668285
90230982,86042280,28.77,36.18279569892473,residential,False,21,82668285
90231354,90232115,85.23,36.18279569892473,residential,False,25,82668285
90231354,90230982,202.57,36.18279569892473,residential,False,13,82668285
90231354,86042273,89.96,36.18279569892473,residential,False,24,82668285
90232012,86042273,71.77,36.18279569892473,residential,False,33,82668285
90232012,86041911,25.75,36.18279569892473,residential,False,32,82668285
90232115,90231354,85.23,36.18279569892473,residential,False,24,82668285
90232115,90233169,747.76,36.18279569892473,residential,False,20,82668285
90232115,90232012,66.75,36.18279569892473,residential,False,12,82668285
90233169,12536190858,15.92,36.18279569892473,residential,False,19,82668285
90233169,90232115,747.76,36.18279569892473,residential,False,11,82668285
90233834,256907008,73.1,36.18279569892473,residential,False,35,82703794
90233834,256372413,58.11,36.18279569892473,residential,False,32,82703794
90234034,90234533,45.93,36.18279569892473,residential,False,13,82703794
90234533,88983602,91.2,36.18279569892473,residential,False,10,82703794
90234533,90234803,142.57,36.18279569892473,residential,False,20,82703794
90234803,90235462,41.84,36.18279569892473,residential,False,30,82703794
90235318,89016596,140.17,36.18279569892473,residential,False,13,82703794
90235318,89012910,77.09,36.18279569892473,residential,False,31,82703794
90235320,89016594,92.32,36.18279569892473,residential,False,35,82703794
90235320,90235318,97.24,36.18279569892473,residential,False,15,82703794
90235462,82656163,70.92,36.18279569892473,residential,False,33,82703794
90235462,90234034,138.5,36.18279569892473,residential,False,17,82703794
90236169,89017423,79.71,40.0,tertiary,True,26,256619924
90236169,1807518375,205.93,40.0,tertiary,True,15,256619924
90236169,2115365595,166.75,36.18279569892473,residential,False,27,256619924
90236906,254319245,185.49,36.18279569892473,residential,False,15,256619924
90236906,4117676089,385.73,36.18279569892473,residential,False,20,256619924
90238323,260593199,181.12,36.18279569892473,residential,False,27,256619924
90238323,6354570656,550.32,44.02390438247012,tertiary,True,23,256619924
90238323,82656150,38.31,44.02390438247012,tertiary,True,24,256619924
90309006,301850259,183.51,40.0,residential,False,17,11253757267
90309006,301849394,43.16,44.02390438247012,tertiary,False,35,11253757267
90309006,8274513455,51.09,44.02390438247012,tertiary,False,22,11253757267
90309009,1598758485,57.04,20.0,living_street,False,30,11253757267
90309009,6396501531,109.87,44.02390438247012,tertiary,False,15,11253757267
90309009,301849674,72.27,44.02390438247012,tertiary,False,15,11253757267
90309020,301848878,105.99,44.02390438247012,tertiary,False,30,12901492583
90309020,6396501536,153.86,44.02390438247012,tertiary,False,31,12901492583
90309020,1327335091,92.17,40.0,residential,False,23,12901492583
90309025,90309026,56.32,44.02390438247012,tertiary,False,22,12901492583
90309025,301848878,53.55,44.02390438247012,tertiary,False,10,12901492583
90309025,93663935,151.34,36.18279569892473,residential,False,33,12901492583
90309026,1327337229,42.67,36.18279569892473,residential,False,29,12901492583
90309026,1326818619,106.2,44.02390438247012,tertiary,False,16,12901492583
90309026,90309025,56.32,44.02390438247012,tertiary,False,24,12901492583
90309030,12908834911,72.8,44.02390438247012,tertiary,False,28,12901492583
90309030,1326818619,11.62,44.02390438247012,tertiary,False,23,12901492583
90309030,93731120,27.71,36.18279569892473,residential,False,22,12901492583
90309043,1326827188,83.36,36.18279569892473,residential,False,10,12901492583
90309043,90309048,114.26,36.18279569892473,residential,False,32,12901492583
90309043,301842891,141.94,36.18279569892473,residential,False,16,12901492583
90309048,90309043,114.26,36.18279569892473,residential,False,16,12901492583
90309048,90309056,118.54,36.18279569892473,residential,False,18,12901492583
90309048,90309051,94.97,36.18279569892473,residential,False,34,12901492583
90309051,301853379,280.29,36.18279569892473,residential,False,32,12901492583
90309051,90309048,94.97,36.18279569892473,residential,False,35,12901492583
90309051,90309056,163.94,36.18279569892473,residential,False,35,12901492583
90309056,301851512,20.09,36.18279569892473,residential,False,12,12901492583
90309056,90309048,118.54,36.18279569892473,residential,False,28,12901492583
90309056,90309051,163.94,36.18279569892473,residential,False,13,12901492583
90309060,301843706,22.05,36.18279569892473,residential,False,35,12901492583
90309060,6184638987,293.84,36.18279569892473,residential,False,27,12901492583
90309060,1644192383,47.69,36.18279569892473,residential,False,15,12901492583
90309086,6878600300,148.57,36.18279569892473,residential,False,21,12901492583
90309086,6958843961,154.99,36.18279569892473,residential,False,20,12901492583
90309086,6184636781,70.39,36.18279569892473,residential,False,16,12901492583
90309131,6391141165,139.56,36.18279569892473,residential,False,24,12908641424
90309131,6391141139,68.5,36.18279569892473,residential,False,13,12908641424
90309131,6391139747,294.27,36.18279569892473,residential,False,18,12908641424
90310545,1367350375,228.09,60.0,secondary,True,31,11253757267
90310545,9155616853,439.92,36.18279569892473,residential,False,25,11253757267
90310545,12398545762,23.17,53.482142857142854,secondary,False,26,11253757267
90310545,257398717,130.46,36.18279569892473,residential,False,30,11253757267
90310898,256390144,341.38,36.18279569892473,residential,False,20,11253757267
90310898,1506250013,213.02,44.02390438247012,tertiary,True,29,11253757267
90310898,6363346284,94.24,44.02390438247012,tertiary,False,22,11253757267
90310898,9155616853,87.75,36.18279569892473,residential,False,29,11253757267
90311903,4039251388,238.27,53.482142857142854,secondary,True,22,82903274
90311903,78451997,121.25,53.482142857142854,secondary,False,28,82903274
90311903,90312674,881.32,40.0,residential,False,13,82903274
